entity_id	label	entity_family	reason
11326	Q4759603	person	raw_qid_label
11327	Q4759637	person	raw_qid_label
11328	Q4759640	person	raw_qid_label
11329	Q4760857	person	raw_qid_label
11330	Q4761203	person	raw_qid_label
11331	Q4761730	person	raw_qid_label
11333	Q4762670	person	raw_qid_label
11335	Q4764168	person	raw_qid_label
11336	Q4764171	person	raw_qid_label
11337	Q4764177	person	raw_qid_label
11338	Q4766311	person	raw_qid_label
11339	Q4766328	person	raw_qid_label
11340	Q4766568	person	raw_qid_label
11341	Q4767394	person	raw_qid_label
11342	Q4767399	person	raw_qid_label
11343	Q4767512	person	raw_qid_label
11344	Q4767683	person	raw_qid_label
11345	Q4768209	person	raw_qid_label
11346	Q4768605	person	raw_qid_label
11347	Q4769377	person	raw_qid_label
11348	Q4770443	person	raw_qid_label
11349	Q4772449	person	raw_qid_label
11352	Q4773182	person	raw_qid_label
11353	Q4773380	person	raw_qid_label
11354	Q4773478	person	raw_qid_label
11355	Q4774898	work	raw_qid_label
11356	Q4775576	person	raw_qid_label
11357	Q4776908	person	raw_qid_label
11358	Q4777184	person	raw_qid_label
11359	Q4777214	person	raw_qid_label
11360	Q4777283	person	raw_qid_label
11361	Q4777778	person	raw_qid_label
11362	Q4779415	organization	raw_qid_label
11363	Q4785155	person	raw_qid_label
11364	Q4785304	person	raw_qid_label
11365	Q4785307	person	raw_qid_label
11366	Q4790180	person	raw_qid_label
11367	Q4791212	person	raw_qid_label
11368	Q4792834	person	raw_qid_label
11369	Q4794499	person	raw_qid_label
11370	Q4796868	person	raw_qid_label
11371	Q4797766	person	raw_qid_label
11372	Q4797820	person	raw_qid_label
11373	Q4798025	person	raw_qid_label
11374	Q4798246	person	raw_qid_label
11375	Q4798566	person	raw_qid_label
11376	Q4799789	person	raw_qid_label
11377	Q4799863	person	raw_qid_label
11378	Q4800331	person	raw_qid_label
11379	Q4800769	person	raw_qid_label
11380	Q4801965	person	raw_qid_label
11381	Q4804397	person	raw_qid_label
11383	Q4816418	organization	raw_qid_label
11384	Q4817589	person	raw_qid_label
11385	Q4824329	organization	raw_qid_label
11386	Q4827378	person	raw_qid_label
11387	Q4828760	person	raw_qid_label
11388	Q4842476	person	raw_qid_label
11389	Q4853294	organization	raw_qid_label
11390	Q4859217	person	raw_qid_label
11392	Q4859247	person	raw_qid_label
11393	Q4864214	person	raw_qid_label
11394	Q4864627	person	raw_qid_label
11395	Q4865099	person	raw_qid_label
11397	Q4867207	person	raw_qid_label
11398	Q4877187	person	raw_qid_label
11399	Q4877339	person	raw_qid_label
11400	Q4878841	person	raw_qid_label
11402	Q4884009	person	raw_qid_label
11403	Q4885267	person	raw_qid_label
11404	Q4885412	person	raw_qid_label
11406	Q4888833	person	raw_qid_label
11407	Q4890485	person	raw_qid_label
11408	Q4896092	person	raw_qid_label
11409	Q4897219	work	raw_qid_label
11410	Q4898268	person	raw_qid_label
11411	Q4898758	person	raw_qid_label
11412	Q4898833	person	raw_qid_label
11413	Q4899474	person	raw_qid_label
11414	Q4899615	person	raw_qid_label
11415	Q4904074	person	raw_qid_label
11417	Q4906811	person	raw_qid_label
11418	Q4907259	organization	raw_qid_label
11420	Q4910115	person	raw_qid_label
11421	Q4910594	person	raw_qid_label
11422	Q4910695	person	raw_qid_label
11423	Q4912257	person	raw_qid_label
11424	Q4912341	person	raw_qid_label
11425	Q4912609	person	raw_qid_label
11426	Q4912739	person	raw_qid_label
11427	Q4913359	person	raw_qid_label
11428	Q4925153	person	raw_qid_label
11429	Q4925692	person	raw_qid_label
11430	Q4929596	organization	raw_qid_label
11431	Q4929966	organization	raw_qid_label
11432	Q4931101	person	raw_qid_label
11433	Q4931186	person	raw_qid_label
11434	Q4932060	person	raw_qid_label
11435	Q4933062	person	raw_qid_label
11436	Q4934741	person	raw_qid_label
11437	Q4935953	person	raw_qid_label
11438	Q4936532	person	raw_qid_label
11439	Q4937872	person	raw_qid_label
11440	Q4943348	person	raw_qid_label
11441	Q4947421	person	raw_qid_label
11442	Q4952370	person	raw_qid_label
11443	Q4953918	person	raw_qid_label
11445	Q4954054	person	raw_qid_label
11446	Q4954064	person	raw_qid_label
11448	Q4960701	person	raw_qid_label
11449	Q4961077	person	raw_qid_label
11450	Q4961580	organization	raw_qid_label
11451	Q4961949	person	raw_qid_label
11452	Q4963017	person	raw_qid_label
11453	Q4963995	person	raw_qid_label
11454	Q4964629	person	raw_qid_label
11455	Q4964837	person	raw_qid_label
11457	Q4965422	person	raw_qid_label
11458	Q4965591	person	raw_qid_label
11459	Q4966233	person	raw_qid_label
11460	Q4970516	organization	raw_qid_label
11461	Q4971050	person	raw_qid_label
11462	Q4971481	person	raw_qid_label
11464	Q4974068	person	raw_qid_label
11465	Q4974291	person	raw_qid_label
11466	Q4974370	person	raw_qid_label
11468	Q4976887	person	raw_qid_label
11470	Q4977207	person	raw_qid_label
11471	Q4977835	person	raw_qid_label
11472	Q4978213	person	raw_qid_label
11473	Q4980512	organization	raw_qid_label
11474	Q4980917	person	raw_qid_label
11475	Q4980924	organization	raw_qid_label
11476	Q4983915	person	raw_qid_label
11477	Q4994301	person	raw_qid_label
11478	Q4994720	person	raw_qid_label
11479	Q5003539	person	raw_qid_label
11480	Q5004353	person	raw_qid_label
11481	Q5006559	person	raw_qid_label
11482	Q5006717	person	raw_qid_label
11483	Q5009281	organization	raw_qid_label
11484	Q5012265	organization	raw_qid_label
11486	Q5017908	person	raw_qid_label
11487	Q5024455	person	raw_qid_label
11488	Q5030615	organization	raw_qid_label
11489	Q5040615	person	raw_qid_label
11490	Q5041672	person	raw_qid_label
11491	Q5042824	person	raw_qid_label
11492	Q5043300	person	raw_qid_label
11493	Q5044363	person	raw_qid_label
11494	Q5044460	person	raw_qid_label
11495	Q5044565	person	raw_qid_label
11496	Q5044984	person	raw_qid_label
11497	Q5045314	person	raw_qid_label
11498	Q5045344	person	raw_qid_label
11499	Q5048657	person	raw_qid_label
11501	Q5051289	organization	raw_qid_label
11502	Q5052639	person	raw_qid_label
11503	Q5052662	person	raw_qid_label
11504	Q5052965	person	raw_qid_label
11505	Q5055058	person	raw_qid_label
11506	Q5056020	person	raw_qid_label
11507	Q5057870	person	raw_qid_label
11508	Q5057908	organization	raw_qid_label
11510	Q5068751	work	raw_qid_label
11511	Q5070332	person	raw_qid_label
11512	Q5071662	person	raw_qid_label
11513	Q5076865	person	raw_qid_label
11514	Q5077295	person	raw_qid_label
11515	Q5079027	person	raw_qid_label
11516	Q5079078	person	raw_qid_label
11520	Q5082294	person	raw_qid_label
11522	Q5094266	person	raw_qid_label
11523	Q5099503	person	raw_qid_label
11524	Q5099920	organization	raw_qid_label
11525	Q5101352	person	raw_qid_label
11526	Q5101571	person	raw_qid_label
11527	Q5105878	person	raw_qid_label
11528	Q5106138	person	raw_qid_label
11529	Q5106151	person	raw_qid_label
11530	Q5107597	person	raw_qid_label
11531	Q5107720	person	raw_qid_label
11534	Q5112316	person	raw_qid_label
11536	Q5112942	person	raw_qid_label
11537	Q5113537	person	raw_qid_label
11538	Q5113644	person	raw_qid_label
11539	Q5114960	person	raw_qid_label
11540	Q5115171	person	raw_qid_label
11541	Q5115512	person	raw_qid_label
11543	Q5120717	organization	raw_qid_label
11544	Q5120833	organization	raw_qid_label
11545	Q5120868	organization	raw_qid_label
11547	Q5125180	person	raw_qid_label
11548	Q5125353	person	raw_qid_label
11549	Q5125741	person	raw_qid_label
11550	Q5126527	person	raw_qid_label
11551	Q5126954	person	raw_qid_label
11552	Q5127426	person	raw_qid_label
11553	Q5128912	person	raw_qid_label
11554	Q5129198	person	raw_qid_label
11556	Q5132938	person	raw_qid_label
11557	Q5139718	work	raw_qid_label
11558	Q5143667	person	raw_qid_label
11559	Q5144692	person	raw_qid_label
11560	Q5147185	person	raw_qid_label
11561	Q5149534	person	raw_qid_label
11562	Q5153874	organization	raw_qid_label
11564	Q5158639	person	raw_qid_label
11565	Q5158665	person	raw_qid_label
11566	Q5163883	work	raw_qid_label
11567	Q5167087	person	raw_qid_label
11568	Q5173887	person	raw_qid_label
11569	Q5174836	person	raw_qid_label
11570	Q5179553	person	raw_qid_label
11571	Q5180991	person	raw_qid_label
11572	Q5182696	person	raw_qid_label
11573	Q5182716	organization	raw_qid_label
11574	Q5189389	organization	raw_qid_label
11576	Q5189611	person	raw_qid_label
11577	Q5190000	work	raw_qid_label
11578	Q5194951	person	raw_qid_label
11579	Q5195567	person	raw_qid_label
11580	Q5202491	person	raw_qid_label
11581	Q5203179	person	raw_qid_label
11583	Q5204452	work	raw_qid_label
11585	Q5213478	person	raw_qid_label
11586	Q5213674	person	raw_qid_label
11587	Q5215774	person	raw_qid_label
11588	Q5216224	person	raw_qid_label
11589	Q5216236	person	raw_qid_label
11590	Q5216397	person	raw_qid_label
11591	Q5217935	person	raw_qid_label
11593	Q5219143	person	raw_qid_label
11595	Q5223843	person	raw_qid_label
11596	Q5224599	person	raw_qid_label
11597	Q5228737	person	raw_qid_label
11598	Q5228993	person	raw_qid_label
11599	Q5230560	person	raw_qid_label
11600	Q5231210	person	raw_qid_label
11601	Q5234139	person	raw_qid_label
11602	Q5234320	person	raw_qid_label
11603	Q5235388	person	raw_qid_label
11604	Q5235815	person	raw_qid_label
11605	Q5236604	person	raw_qid_label
11606	Q5236882	person	raw_qid_label
11607	Q5238454	person	raw_qid_label
11608	Q5239207	person	raw_qid_label
11609	Q5240080	person	raw_qid_label
11610	Q5240793	person	raw_qid_label
11611	Q5241324	person	raw_qid_label
11612	Q5243551	person	raw_qid_label
11613	Q5243843	person	raw_qid_label
11614	Q5246443	person	raw_qid_label
11615	Q5248291	person	raw_qid_label
11616	Q5248405	person	raw_qid_label
11617	Q5248467	person	raw_qid_label
11620	Q5254556	group	raw_qid_label
11621	Q5257639	person	raw_qid_label
11622	Q5258636	person	raw_qid_label
11623	Q5259089	person	raw_qid_label
11624	Q5261962	person	raw_qid_label
11625	Q5262236	person	raw_qid_label
11626	Q5262326	person	raw_qid_label
11627	Q5265033	person	raw_qid_label
11628	Q5267751	person	raw_qid_label
11629	Q5271423	person	raw_qid_label
11630	Q5271492	person	raw_qid_label
11631	Q5271501	person	raw_qid_label
11632	Q5272768	organization	raw_qid_label
11633	Q5272797	person	raw_qid_label
11634	Q5273325	person	raw_qid_label
11635	Q5277256	organization	raw_qid_label
11636	Q5278006	work	raw_qid_label
11637	Q5281018	person	raw_qid_label
11638	Q5289334	person	raw_qid_label
11639	Q5290645	person	raw_qid_label
11640	Q5292200	person	raw_qid_label
11642	Q5292800	person	raw_qid_label
11643	Q5292954	person	raw_qid_label
11644	Q5293166	person	raw_qid_label
11645	Q5293553	person	raw_qid_label
11646	Q5294305	person	raw_qid_label
11647	Q5294704	person	raw_qid_label
11648	Q5295093	person	raw_qid_label
11649	Q5295445	person	raw_qid_label
11650	Q5296995	person	raw_qid_label
11653	Q5300998	person	raw_qid_label
11654	Q5301800	person	raw_qid_label
11655	Q5301987	person	raw_qid_label
11656	Q5302366	person	raw_qid_label
11657	Q5311915	person	raw_qid_label
11658	Q5312832	person	raw_qid_label
11659	Q5316786	work	raw_qid_label
11660	Q5321964	person	raw_qid_label
11661	Q5325828	person	raw_qid_label
11662	Q5335557	person	raw_qid_label
11663	Q5335683	person	raw_qid_label
11664	Q5336180	person	raw_qid_label
11666	Q5337205	person	raw_qid_label
11667	Q5338698	person	raw_qid_label
11668	Q5339316	person	raw_qid_label
11669	Q5342719	person	raw_qid_label
11670	Q5344786	person	raw_qid_label
11671	Q5345537	person	raw_qid_label
11672	Q5349349	person	raw_qid_label
11673	Q5353215	person	raw_qid_label
11674	Q5354230	person	raw_qid_label
11675	Q5354246	person	raw_qid_label
11678	Q5363454	person	raw_qid_label
11679	Q5363501	person	raw_qid_label
11680	Q5365602	person	raw_qid_label
11681	Q5367639	person	raw_qid_label
11682	Q5368124	person	raw_qid_label
11683	Q5368187	person	raw_qid_label
11684	Q5369517	organization	raw_qid_label
11686	Q5374088	organization	raw_qid_label
11689	Q5379743	person	raw_qid_label
11690	Q5380451	organization	raw_qid_label
11691	Q5387058	person	raw_qid_label
11692	Q5387391	person	raw_qid_label
11693	Q5390982	person	raw_qid_label
11694	Q5394473	person	raw_qid_label
11695	Q5398030	work	raw_qid_label
11696	Q5399735	person	raw_qid_label
11697	Q5402959	person	raw_qid_label
11699	Q5414158	person	raw_qid_label
11700	Q5415145	person	raw_qid_label
11701	Q5416167	person	raw_qid_label
11702	Q5416982	person	raw_qid_label
11703	Q5418607	organization	raw_qid_label
11704	Q5421985	person	raw_qid_label
11705	Q5424111	person	raw_qid_label
11706	Q5438927	person	raw_qid_label
11707	Q5438929	person	raw_qid_label
11708	Q5441693	person	raw_qid_label
11709	Q5443308	person	raw_qid_label
11712	Q5448978	organization	raw_qid_label
11714	Q5449117	organization	raw_qid_label
11716	Q5451422	work	raw_qid_label
11717	Q5462500	person	raw_qid_label
11718	Q5463202	work	raw_qid_label
11720	Q5478514	person	raw_qid_label
11721	Q5478594	person	raw_qid_label
11722	Q5478856	person	raw_qid_label
11723	Q5478902	person	raw_qid_label
11724	Q5481259	person	raw_qid_label
11725	Q5482191	person	raw_qid_label
11726	Q5482921	person	raw_qid_label
11727	Q5483291	person	raw_qid_label
11729	Q5485376	person	raw_qid_label
11731	Q5487056	person	raw_qid_label
11732	Q5487854	person	raw_qid_label
11733	Q5488428	person	raw_qid_label
11736	Q5490481	person	raw_qid_label
11737	Q5490946	person	raw_qid_label
11738	Q5492527	person	raw_qid_label
11739	Q5492577	person	raw_qid_label
11740	Q5492788	person	raw_qid_label
11741	Q5493422	person	raw_qid_label
11742	Q5494105	person	raw_qid_label
11743	Q5494584	person	raw_qid_label
11744	Q5494734	person	raw_qid_label
11745	Q5495072	person	raw_qid_label
11746	Q5495169	person	raw_qid_label
11747	Q5495565	person	raw_qid_label
11749	Q5496648	person	raw_qid_label
11750	Q5496854	person	raw_qid_label
11751	Q5501189	organization	raw_qid_label
11752	Q5507364	person	raw_qid_label
11753	Q5513979	work	raw_qid_label
11754	Q5516045	person	raw_qid_label
11755	Q5517090	person	raw_qid_label
11757	Q5523889	person	raw_qid_label
11758	Q5525560	person	raw_qid_label
11760	Q5530669	organization	raw_qid_label
11761	Q5531140	person	raw_qid_label
11762	Q5531165	person	raw_qid_label
11763	Q5531378	person	raw_qid_label
11766	Q5536768	person	raw_qid_label
11767	Q5536905	person	raw_qid_label
11768	Q5538523	person	raw_qid_label
11769	Q5538943	person	raw_qid_label
11770	Q5539421	person	raw_qid_label
11771	Q5539897	person	raw_qid_label
11772	Q5542100	person	raw_qid_label
11773	Q5542772	person	raw_qid_label
11774	Q5543226	person	raw_qid_label
11775	Q5543968	person	raw_qid_label
11776	Q5546527	person	raw_qid_label
11777	Q5548249	person	raw_qid_label
11778	Q5549457	person	raw_qid_label
11780	Q5549818	person	raw_qid_label
11782	Q5553044	person	raw_qid_label
11783	Q5553217	person	raw_qid_label
11784	Q5553706	person	raw_qid_label
11785	Q5558196	person	raw_qid_label
11786	Q5558403	work	raw_qid_label
11789	Q5561067	person	raw_qid_label
11790	Q5561168	person	raw_qid_label
11792	Q5562505	person	raw_qid_label
11793	Q5563216	person	raw_qid_label
11794	Q5563239	person	raw_qid_label
11796	Q5566422	person	raw_qid_label
11797	Q5567890	person	raw_qid_label
11799	Q5568950	person	raw_qid_label
11800	Q5569032	person	raw_qid_label
11801	Q5569096	person	raw_qid_label
11802	Q5571568	person	raw_qid_label
11803	Q5572967	person	raw_qid_label
11804	Q5576532	person	raw_qid_label
11805	Q5578605	work	raw_qid_label
11806	Q5579725	organization	raw_qid_label
11808	Q5585624	person	raw_qid_label
11809	Q5585899	person	raw_qid_label
11810	Q5590576	person	raw_qid_label
11811	Q5591248	person	raw_qid_label
11812	Q5592760	person	raw_qid_label
11813	Q5593631	organization	raw_qid_label
11814	Q5606338	person	raw_qid_label
11815	Q5606356	person	raw_qid_label
11816	Q5606526	person	raw_qid_label
11818	Q5608815	person	raw_qid_label
11819	Q5609809	person	raw_qid_label
11820	Q5610650	organization	raw_qid_label
11821	Q5615577	person	raw_qid_label
11822	Q5621150	person	raw_qid_label
11823	Q5621597	person	raw_qid_label
11824	Q5622210	person	raw_qid_label
11825	Q5629398	work	raw_qid_label
11826	Q5640746	person	raw_qid_label
11827	Q5643282	person	raw_qid_label
11829	Q5648081	work	raw_qid_label
11830	Q5648687	person	raw_qid_label
11831	Q5648840	person	raw_qid_label
11832	Q5650516	person	raw_qid_label
11833	Q5658534	person	raw_qid_label
11834	Q5661401	person	raw_qid_label
11835	Q5664454	person	raw_qid_label
11836	Q5665579	person	raw_qid_label
11837	Q5668725	person	raw_qid_label
11838	Q5670556	person	raw_qid_label
11839	Q5670600	person	raw_qid_label
11841	Q5674022	person	raw_qid_label
11842	Q5675612	person	raw_qid_label
11843	Q5676395	person	raw_qid_label
11844	Q5684820	organization	raw_qid_label
11845	Q5685696	organization	raw_qid_label
11846	Q5694189	person	raw_qid_label
11847	Q5699354	person	raw_qid_label
11848	Q5700717	person	raw_qid_label
11850	Q5707352	person	raw_qid_label
11851	Q5712086	organization	raw_qid_label
11852	Q5726481	person	raw_qid_label
11853	Q5728055	person	raw_qid_label
11854	Q5730498	person	raw_qid_label
11855	Q5734882	person	raw_qid_label
11856	Q5736476	person	raw_qid_label
11857	Q5739650	person	raw_qid_label
11858	Q5751137	person	raw_qid_label
11859	Q5764598	person	raw_qid_label
11860	Q5770923	person	raw_qid_label
11861	Q5778888	person	raw_qid_label
11862	Q5796337	person	raw_qid_label
11863	Q5802080	person	raw_qid_label
11864	Q5810450	person	raw_qid_label
11865	Q5825299	person	raw_qid_label
11866	Q5829216	person	raw_qid_label
11867	Q5830914	person	raw_qid_label
11868	Q5831517	person	raw_qid_label
11869	Q5846790	person	raw_qid_label
11871	Q5859601	person	raw_qid_label
11872	Q5873791	person	raw_qid_label
11873	Q5874121	person	raw_qid_label
11874	Q5880071	person	raw_qid_label
11875	Q5881460	person	raw_qid_label
11876	Q5882184	person	raw_qid_label
11877	Q5888130	group	raw_qid_label
11878	Q5896326	person	raw_qid_label
11879	Q5898833	person	raw_qid_label
11880	Q5906266	person	raw_qid_label
11881	Q5906717	person	raw_qid_label
11882	Q5910959	person	raw_qid_label
11883	Q5920929	person	raw_qid_label
11884	Q5921416	organization	raw_qid_label
11885	Q5925412	person	raw_qid_label
11887	Q5932303	person	raw_qid_label
11888	Q5935808	person	raw_qid_label
11890	Q5940014	person	raw_qid_label
11891	Q5941191	person	raw_qid_label
11892	Q5943110	person	raw_qid_label
11893	Q5950024	work	raw_qid_label
11894	Q5961437	person	raw_qid_label
11895	Q5962726	person	raw_qid_label
11896	Q5969410	person	raw_qid_label
11897	Q5971790	person	raw_qid_label
11898	Q5972690	organization	raw_qid_label
11899	Q5973371	person	raw_qid_label
11901	Q5976376	person	raw_qid_label
11902	Q5976666	person	raw_qid_label
11903	Q5976701	person	raw_qid_label
11904	Q5977393	person	raw_qid_label
11905	Q5977673	organization	raw_qid_label
11906	Q5978958	person	raw_qid_label
11907	Q5982633	person	raw_qid_label
11908	Q5982655	person	raw_qid_label
11909	Q5984672	person	raw_qid_label
11910	Q5993128	person	raw_qid_label
11911	Q5994539	person	raw_qid_label
11912	Q5997112	person	raw_qid_label
11913	Q5998898	person	raw_qid_label
11914	Q5998908	work	raw_qid_label
11915	Q5998966	person	raw_qid_label
11916	Q6013836	person	raw_qid_label
11917	Q6021775	person	raw_qid_label
11918	Q6036150	person	raw_qid_label
11919	Q6038652	person	raw_qid_label
11920	Q6043262	person	raw_qid_label
11921	Q6044947	person	raw_qid_label
11922	Q6048241	work	raw_qid_label
11923	Q6048404	person	raw_qid_label
11924	Q6056121	person	raw_qid_label
11925	Q6066117	person	raw_qid_label
11926	Q6066470	person	raw_qid_label
11927	Q6069046	person	raw_qid_label
11928	Q6074260	person	raw_qid_label
11929	Q6074822	person	raw_qid_label
11930	Q6077732	person	raw_qid_label
11931	Q6079991	person	raw_qid_label
11933	Q6093571	person	raw_qid_label
11935	Q6098032	person	raw_qid_label
11937	Q6101901	person	raw_qid_label
11938	Q6109133	person	raw_qid_label
11939	Q6109936	person	raw_qid_label
11941	Q6112641	work	raw_qid_label
11942	Q6112880	person	raw_qid_label
11943	Q6114826	person	raw_qid_label
11944	Q6115089	person	raw_qid_label
11945	Q6115807	person	raw_qid_label
11946	Q6116553	person	raw_qid_label
11947	Q6116639	person	raw_qid_label
11948	Q6120112	person	raw_qid_label
11949	Q6120245	person	raw_qid_label
11950	Q6120803	person	raw_qid_label
11951	Q6121565	person	raw_qid_label
11952	Q6123672	person	raw_qid_label
11953	Q6123711	person	raw_qid_label
11954	Q6123741	person	raw_qid_label
11955	Q6123843	person	raw_qid_label
11956	Q6125474	person	raw_qid_label
11958	Q6129432	person	raw_qid_label
11959	Q6129613	person	raw_qid_label
11960	Q6132013	person	raw_qid_label
11961	Q6132837	person	raw_qid_label
11962	Q6133149	person	raw_qid_label
11964	Q6135246	person	raw_qid_label
11965	Q6137221	person	raw_qid_label
11966	Q6138447	organization	raw_qid_label
11967	Q6139246	person	raw_qid_label
11968	Q6141033	person	raw_qid_label
11969	Q6141871	person	raw_qid_label
11970	Q6147875	person	raw_qid_label
11971	Q6148543	person	raw_qid_label
11972	Q6153179	person	raw_qid_label
11974	Q6153431	person	raw_qid_label
11976	Q6159620	person	raw_qid_label
11977	Q6160194	person	raw_qid_label
11978	Q6160670	person	raw_qid_label
11979	Q6162426	person	raw_qid_label
11980	Q6162488	person	raw_qid_label
11981	Q6163727	person	raw_qid_label
11982	Q6166988	person	raw_qid_label
11983	Q6171559	person	raw_qid_label
11984	Q6171678	person	raw_qid_label
11985	Q6172370	person	raw_qid_label
11986	Q6174949	person	raw_qid_label
11987	Q6175820	person	raw_qid_label
11988	Q6176107	person	raw_qid_label
11991	Q6177461	person	raw_qid_label
11992	Q6177813	person	raw_qid_label
11993	Q6178010	person	raw_qid_label
11995	Q6178791	person	raw_qid_label
11996	Q6179294	person	raw_qid_label
11997	Q6180573	person	raw_qid_label
11999	Q6182510	person	raw_qid_label
12000	Q6183508	person	raw_qid_label
12002	Q6184482	person	raw_qid_label
12005	Q6189199	person	raw_qid_label
12006	Q6191239	person	raw_qid_label
12007	Q6193082	person	raw_qid_label
12008	Q6194857	person	raw_qid_label
12010	Q6203302	person	raw_qid_label
12011	Q6203607	person	raw_qid_label
12013	Q6204035	person	raw_qid_label
12014	Q6205830	person	raw_qid_label
12015	Q6206034	person	raw_qid_label
12016	Q6207150	person	raw_qid_label
12017	Q6210701	person	raw_qid_label
12018	Q6211057	person	raw_qid_label
12020	Q6212353	person	raw_qid_label
12021	Q6212427	person	raw_qid_label
12022	Q6212700	person	raw_qid_label
12023	Q6212760	person	raw_qid_label
12024	Q6217418	person	raw_qid_label
12025	Q6218915	person	raw_qid_label
12026	Q6221214	person	raw_qid_label
12027	Q6221909	person	raw_qid_label
12028	Q6223473	person	raw_qid_label
12029	Q6225102	person	raw_qid_label
12030	Q6225504	person	raw_qid_label
12031	Q6227209	person	raw_qid_label
12032	Q6229033	person	raw_qid_label
12033	Q6230886	person	raw_qid_label
12034	Q6233096	person	raw_qid_label
12035	Q6234258	person	raw_qid_label
12036	Q6234410	person	raw_qid_label
12037	Q6234653	person	raw_qid_label
12038	Q6235082	person	raw_qid_label
12039	Q6235771	person	raw_qid_label
12041	Q6238133	person	raw_qid_label
12042	Q6240972	person	raw_qid_label
12043	Q6244691	person	raw_qid_label
12044	Q6247863	person	raw_qid_label
12045	Q6248629	person	raw_qid_label
12046	Q6250290	person	raw_qid_label
12047	Q6251513	person	raw_qid_label
12048	Q6252750	person	raw_qid_label
12049	Q6255271	person	raw_qid_label
12050	Q6255632	person	raw_qid_label
12051	Q6255748	person	raw_qid_label
12052	Q6256755	person	raw_qid_label
12053	Q6257231	person	raw_qid_label
12054	Q6258731	person	raw_qid_label
12055	Q6259399	person	raw_qid_label
12057	Q6264006	person	raw_qid_label
12058	Q6266367	person	raw_qid_label
12059	Q6266634	person	raw_qid_label
12060	Q6267033	person	raw_qid_label
12061	Q6267451	person	raw_qid_label
12062	Q6267786	person	raw_qid_label
12063	Q6270681	person	raw_qid_label
12064	Q6273945	person	raw_qid_label
12065	Q6274324	person	raw_qid_label
12066	Q6274510	person	raw_qid_label
12067	Q6274588	person	raw_qid_label
12068	Q6279659	person	raw_qid_label
12070	Q6281823	person	raw_qid_label
12071	Q6282319	person	raw_qid_label
12072	Q6282326	person	raw_qid_label
12073	Q6285469	person	raw_qid_label
12074	Q6288352	person	raw_qid_label
12075	Q6288702	person	raw_qid_label
12077	Q6302315	person	raw_qid_label
12078	Q6304547	person	raw_qid_label
12079	Q6306035	person	raw_qid_label
12080	Q6306585	person	raw_qid_label
12081	Q6306969	person	raw_qid_label
12082	Q6308099	person	raw_qid_label
12083	Q6312230	person	raw_qid_label
12084	Q6314221	person	raw_qid_label
12085	Q6323370	person	raw_qid_label
12087	Q6369285	person	raw_qid_label
12088	Q6369286	person	raw_qid_label
12089	Q6369300	person	raw_qid_label
12090	Q6369376	person	raw_qid_label
12092	Q6371749	person	raw_qid_label
12093	Q6374804	person	raw_qid_label
12094	Q6375589	person	raw_qid_label
12096	Q6375650	person	raw_qid_label
12097	Q6375686	person	raw_qid_label
12098	Q6380669	person	raw_qid_label
12099	Q6384606	person	raw_qid_label
12100	Q6386247	person	raw_qid_label
12101	Q6386892	person	raw_qid_label
12103	Q6388600	person	raw_qid_label
12104	Q6390768	person	raw_qid_label
12105	Q6391598	person	raw_qid_label
12106	Q6391949	person	raw_qid_label
12107	Q6393383	person	raw_qid_label
12108	Q6394602	person	raw_qid_label
12109	Q6396177	person	raw_qid_label
12110	Q6396458	person	raw_qid_label
12111	Q6396602	person	raw_qid_label
12112	Q6397858	person	raw_qid_label
12113	Q6407480	organization	raw_qid_label
12114	Q6410397	person	raw_qid_label
12115	Q6411303	organization	raw_qid_label
12116	Q6414157	organization	raw_qid_label
12118	Q6416962	work	raw_qid_label
12119	Q6423813	person	raw_qid_label
12120	Q6426459	person	raw_qid_label
12121	Q6428891	person	raw_qid_label
12123	Q6434867	person	raw_qid_label
12124	Q6440174	person	raw_qid_label
12126	Q6441867	person	raw_qid_label
12127	Q6453705	person	raw_qid_label
12128	Q6455165	person	raw_qid_label
12129	Q6455192	person	raw_qid_label
12130	Q6456188	work	raw_qid_label
12131	Q6476470	person	raw_qid_label
12132	Q6480500	person	raw_qid_label
12133	Q6483512	person	raw_qid_label
12134	Q6489893	person	raw_qid_label
12135	Q6489967	person	raw_qid_label
12136	Q6491198	person	raw_qid_label
12137	Q6491214	person	raw_qid_label
12138	Q6498774	person	raw_qid_label
12139	Q6499930	person	raw_qid_label
12140	Q6502995	person	raw_qid_label
12141	Q6503795	person	raw_qid_label
12142	Q6503968	person	raw_qid_label
12143	Q6504761	person	raw_qid_label
12144	Q6514547	person	raw_qid_label
12145	Q6515088	person	raw_qid_label
12147	Q6522368	person	raw_qid_label
12148	Q6523085	person	raw_qid_label
12149	Q6524659	person	raw_qid_label
12150	Q6525279	person	raw_qid_label
12152	Q6525623	person	raw_qid_label
12153	Q6525705	person	raw_qid_label
12154	Q6530660	person	raw_qid_label
12155	Q6530692	person	raw_qid_label
12156	Q6531791	person	raw_qid_label
12157	Q6531925	person	raw_qid_label
12158	Q6532145	person	raw_qid_label
12159	Q6532178	person	raw_qid_label
12160	Q6536267	person	raw_qid_label
12161	Q6537668	person	raw_qid_label
12162	Q6539778	person	raw_qid_label
12163	Q6548462	person	raw_qid_label
12164	Q6548471	person	raw_qid_label
12165	Q6548524	person	raw_qid_label
12167	Q6551916	person	raw_qid_label
12168	Q6555926	organization	raw_qid_label
